Point géographique;Forme géographique;Idcar_200m;I_est_200;Idcar_1km;i_est_1km;Idcar_nat;Numéro de groupe;Population du carreau;Nombre de ménages d’un seul individu;Nombre de ménages de 5 individus ou plus;Nombre de ménages propriétaires;Nombre de ménages monoparentaux;Somme des niveaux de vie winsorisés des individus;Somme de la surface des logements du carreau;Nombre de ménages en logements collectifs;Nombre de ménages en maison;Nombre de logements sociaux;Nombre de ménages pauvres;Nombre de ménages;lcog_geo;com_arm_code;Code Officiel Commune
48.75008323778886, 2.299266045112433;"{""coordinates"": [[[2.298051569279829, 48.749095464232816], [2.297773756788995, 48.750883281280146], [2.300480570208268, 48.75107100464565], [2.300758286892669, 48.7492831798262], [2.298051569279829, 48.749095464232816]]], ""type"": ""Polygon""}";CRS3035RES200mN2878000E3755600;0;CRS3035RES1000mN2878000E3755000;0;CRS3035RES200mN2878000E3755600;850867;622.0;81.0;35.0;28.0;49.0;13699915.1;19345.0;221.0;28.0;207.0;30.0;249.0;92002;92002;92002
48.751021013675704, 2.312800105122588;"{""coordinates"": [[[2.311585343286703, 48.75003338500565], [2.311308009853753, 48.75182124088713], [2.314014916226006, 48.752008635638745], [2.314292153839661, 48.750220771998364], [2.311585343286703, 48.75003338500565]]], ""type"": ""Polygon""}";CRS3035RES200mN2878000E3756600;0;CRS3035RES1000mN2878000E3756000;0;CRS3035RES200mN2878000E3756600;850915;75.0;1.0;4.0;20.0;2.0;2895632.5;2340.0;0.0;22.0;0.0;0.0;22.0;9200294034;92002;92002
48.76372338854116, 2.313566027822943;"{""coordinates"": [[[2.312350961501044, 48.76273576966379], [2.312073547509309, 48.764523617368056], [2.314781143444404, 48.76471100070862], [2.315058461554778, 48.762923145243064], [2.312350961501044, 48.76273576966379]]], ""type"": ""Polygon""}";CRS3035RES200mN2879400E3756800;0;CRS3035RES1000mN2879000E3756000;0;CRS3035RES1000mN2879000E3756000;850883;438.0;55.0;17.0;134.0;23.0;12903418.9;12060.0;119.0;54.0;0.0;8.0;173.0;9200294034;92002;92002
48.762222249161844, 2.291906239137745;"{""coordinates"": [[[2.290691630738432, 48.761234398419774], [2.290413449788502, 48.763022183938126], [2.293120896829716, 48.76321009320644], [2.293398981918887, 48.761422299905554], [2.290691630738432, 48.761234398419774]]], ""type"": ""Polygon""}";CRS3035RES200mN2879400E3755200;1;CRS3035RES1000mN2879000E3755000;0;CRS3035RES1000mN2879000E3755000;850791;12.0;3.3;0.7;4.0;0.0;431103.8;595.0;0.3;5.7;0.0;0.0;6.0;9200292019;92002;92002
48.74453203569677, 2.2973927565112016;"{""coordinates"": [[[2.296178443711087, 48.74354424140511], [2.295900611136499, 48.74533205752735], [2.298607118560342, 48.7455198232913], [2.298884855356548, 48.74373199939649], [2.296178443711087, 48.74354424140511]]], ""type"": ""Polygon""}";CRS3035RES200mN2877400E3755400;0;CRS3035RES1000mN2877000E3755000;0;CRS3035RES200mN2877400E3755400;848747;162.0;10.0;7.0;45.0;3.0;6146456.0;5532.0;7.0;47.0;0.0;4.0;54.0;92002;92002;92002
48.74970766739156, 2.2938525512991057;"{""coordinates"": [[[2.292638189880655, 48.748719835892935], [2.292360185784682, 48.75050763738804], [2.295066961979054, 48.75069549219404], [2.295344870273744, 48.74890768292149], [2.292638189880655, 48.748719835892935]]], ""type"": ""Polygon""}";CRS3035RES200mN2878000E3755200;0;CRS3035RES1000mN2878000E3755000;0;CRS3035RES200mN2878000E3755200;850857;307.5;39.0;9.0;99.0;10.0;12887975.7;12505.0;77.0;48.0;0.0;4.0;125.0;92002;92002;92002
48.758646665779686, 2.2924624546378825;"{""coordinates"": [[[2.291247916817601, 48.75765882053835], [2.29096978641371, 48.759446610619925], [2.293677041741911, 48.759634504323955], [2.293955076302046, 48.757846706461294], [2.291247916817601, 48.75765882053835]]], ""type"": ""Polygon""}";CRS3035RES200mN2879000E3755200;0;CRS3035RES1000mN2879000E3755000;0;CRS3035RES1000mN2879000E3755000;850792;56.0;3.0;3.0;15.0;1.0;2211768.7;1818.0;1.0;17.0;0.0;0.0;18.0;92002;92002;92002
48.75384657725594, 2.3014174319173186;"{""coordinates"": [[[2.300202828294289, 48.752858827183964], [2.299925061147484, 48.754646647441405], [2.302632084813332, 48.754834320626735], [2.302909756134145, 48.753046492598344], [2.300202828294289, 48.752858827183964]]], ""type"": ""Polygon""}";CRS3035RES200mN2878400E3755800;0;CRS3035RES1000mN2878000E3755000;0;CRS3035RES200mN2878400E3755800;850866;377.0;118.0;5.0;83.0;17.0;12939085.3;12982.0;202.0;13.0;0.0;20.0;215.0;92002;92002;92002
48.747257881381984, 2.3106479682394654;"{""coordinates"": [[[2.309433334209385, 48.74627022921329], [2.309155955358117, 48.748058081892125], [2.311862651527317, 48.748245526845615], [2.312139934578853, 48.746457666406684], [2.309433334209385, 48.74627022921329]]], ""type"": ""Polygon""}";CRS3035RES200mN2877600E3756400;0;CRS3035RES1000mN2877000E3756000;0;CRS3035RES200mN2877600E3756400;848857;161.5;9.0;8.0;51.0;4.0;5463042.9;5269.0;0.0;57.0;0.0;0.0;57.0;92002;92002;92002
48.73060467059242, 2.305025651202;"{""coordinates"": [[[2.303811506201561, 48.72961695616681], [2.303534066827351, 48.73140480609955], [2.30623984541761, 48.73159237831934], [2.306517189076185, 48.72980452062506], [2.303811506201561, 48.72961695616681]]], ""type"": ""Polygon""}";CRS3035RES200mN2875800E3755800;1;CRS3035RES1000mN2875000E3755000;1;CRS3035RES2000mN2874000E3754000;346395;3.0;0.2;0.1;0.7;0.1;77781.3;93.9;0.1;0.9;0.0;0.1;1.0;9200291377;92002;92002
48.7438695564031, 2.313909045734294;"{""coordinates"": [[[2.312694425127707, 48.74288193869096], [2.312417192444562, 48.74466980368859], [2.315123715590618, 48.744857167409], [2.315400852488448, 48.743069294655385], [2.312694425127707, 48.74288193869096]]], ""type"": ""Polygon""}";CRS3035RES200mN2877200E3756600;0;CRS3035RES1000mN2877000E3756000;0;CRS3035RES200mN2877200E3756600;848861;236.0;7.0;12.0;75.0;6.0;8504461.8;8454.0;0.0;77.0;0.0;1.0;77.0;9200291689;92002;92002
48.75403421369288, 2.304124416970737;"{""coordinates"": [[[2.302909756134145, 48.753046492598344], [2.302632084813332, 48.754834320626735], [2.305339127081171, 48.755021928084716], [2.305616702573415, 48.753234092288004], [2.302909756134145, 48.753046492598344]]], ""type"": ""Polygon""}";CRS3035RES200mN2878400E3756000;0;CRS3035RES1000mN2878000E3756000;0;CRS3035RES200mN2878400E3756000;850930;450.0;140.0;2.0;116.0;19.0;15678546.7;15517.2;258.0;5.0;0.0;21.0;263.0;92002;92002;92002
48.76692416569895, 2.307595802949553;"{""coordinates"": [[[2.306380780441303, 48.765936483354025], [2.306103124237491, 48.76772431097447], [2.308810874764553, 48.767911841336705], [2.309088435075148, 48.76612400594822], [2.306380780441303, 48.765936483354025]]], ""type"": ""Polygon""}";CRS3035RES200mN2879800E3756400;0;CRS3035RES1000mN2879000E3756000;0;CRS3035RES1000mN2879000E3756000;850870;107.5;10.0;3.0;40.0;3.0;5492121.6;7309.0;2.0;42.0;0.0;3.0;44.0;92002;92002;92002
48.73446538642885, 2.2825458149855153;"{""coordinates"": [[[2.281332021520282, 48.733477432103115], [2.281053740718991, 48.7352652129783], [2.283759657672361, 48.735453334067735], [2.284037842753145, 48.73366554540769], [2.281332021520282, 48.733477432103115]]], ""type"": ""Polygon""}";CRS3035RES200mN2876400E3754200;0;CRS3035RES1000mN2876000E3754000;0;CRS3035RES200mN2876400E3754200;848794;158.5;17.0;4.0;59.0;5.0;5465537.4;6343.0;3.0;59.0;0.0;3.0;62.0;9200291377;92002;92002
48.754507154748374, 2.284897605710744;"{""coordinates"": [[[2.283683310143851, 48.75351922809581], [2.283404942808092, 48.755306999387166], [2.286111950549901, 48.755495074708875], [2.286390222066627, 48.75370729562997], [2.283683310143851, 48.75351922809581]]], ""type"": ""Polygon""}";CRS3035RES200mN2878600E3754600;0;CRS3035RES1000mN2878000E3754000;0;CRS3035RES1000mN2878000E3754000;850810;150.0;12.0;9.0;48.0;1.0;6222160.8;6654.0;4.0;52.0;0.0;1.0;56.0;92002;92002;92002
48.75704671983477, 2.2954476453673798;"{""coordinates"": [[[2.294233085602562, 48.756058906317286], [2.293955076302046, 48.757846706461294], [2.296662254412364, 48.75803452665379], [2.296940167875042, 48.75624671873209], [2.294233085602562, 48.756058906317286]]], ""type"": ""Polygon""}";CRS3035RES200mN2878800E3755400;0;CRS3035RES1000mN2878000E3755000;0;CRS3035RES200mN2878800E3755400;850854;288.0;21.0;9.0;94.0;9.0;11379937.3;10016.0;26.0;83.0;0.0;4.0;109.0;92002;92002;92002
48.755634400259055, 2.3011397000674787;"{""coordinates"": [[[2.299925061147484, 48.754646647441405], [2.299647268764577, 48.756434465418344], [2.302354388264918, 48.75662214637532], [2.302632084813332, 48.754834320626735], [2.299925061147484, 48.754646647441405]]], ""type"": ""Polygon""}";CRS3035RES200mN2878600E3755800;0;CRS3035RES1000mN2878000E3755000;0;CRS3035RES200mN2878600E3755800;850847;142.0;38.0;5.0;52.0;4.0;6662597.5;6250.0;57.0;16.0;0.0;1.0;73.0;92002;92002;92002
48.73079220608575, 2.3077313912182933;"{""coordinates"": [[[2.306517189076185, 48.72980452062506], [2.30623984541761, 48.73159237831934], [2.308945642576439, 48.73177988484619], [2.309222890516812, 48.729992019393045], [2.306517189076185, 48.72980452062506]]], ""type"": ""Polygon""}";CRS3035RES200mN2875800E3756000;1;CRS3035RES1000mN2875000E3756000;1;CRS3035RES4000mN2872000E3756000;150008;1.0;0.2;0.1;0.2;0.1;21095.7;30.0;0.0;0.4;0.0;0.1;0.4;92002;92002;92002
48.74942050302864, 2.3157841499837244;"{""coordinates"": [[[2.31456936626948, 48.74843290608015], [2.314292153839661, 48.750220771998364], [2.316998982961911, 48.750408093268774], [2.317276099578368, 48.748620219595054], [2.31456936626948, 48.74843290608015]]], ""type"": ""Polygon""}";CRS3035RES200mN2877800E3756800;0;CRS3035RES1000mN2877000E3756000;0;CRS3035RES200mN2877800E3756800;848864;211.5;22.0;8.0;27.0;8.0;6821044.4;5801.0;85.0;0.0;0.0;7.0;85.0;9200294034;92002;92002
48.746695262437136, 2.3025281070471015;"{""coordinates"": [[[2.301313644585798, 48.7457075233426], [2.301035978350759, 48.74749535272529], [2.303742618763595, 48.74768299483124], [2.304020189206617, 48.74589515768052], [2.301313644585798, 48.7457075233426]]], ""type"": ""Polygon""}";CRS3035RES200mN2877600E3755800;0;CRS3035RES1000mN2877000E3755000;0;CRS3035RES200mN2877600E3755800;848762;430.5;59.0;23.0;90.0;11.0;13313599.2;12447.0;101.0;62.0;28.0;13.0;163.0;92002;92002;92002
48.76334849813712, 2.308150969013958;"{""coordinates"": [[[2.306936017161677, 48.76236082128345], [2.306658411414947, 48.76414865345711], [2.309365970164074, 48.764336168284], [2.309643480034592, 48.76254832834372], [2.306936017161677, 48.76236082128345]]], ""type"": ""Polygon""}";CRS3035RES200mN2879400E3756400;0;CRS3035RES1000mN2879000E3756000;0;CRS3035RES1000mN2879000E3756000;850881;343.0;44.0;2.0;80.0;11.0;13115320.2;10666.0;145.0;4.0;0.0;7.0;149.0;92002;92002;92002
48.75789458068185, 2.281633774122768;"{""coordinates"": [[[2.280419465263522, 48.75690661955639], [2.280140951510384, 48.758694378487235], [2.2828481322623, 48.75888253511645], [2.283126550181997, 48.757094768393905], [2.280419465263522, 48.75690661955639]]], ""type"": ""Polygon""}";CRS3035RES200mN2879000E3754400;0;CRS3035RES1000mN2879000E3754000;0;CRS3035RES1000mN2879000E3754000;850832;335.5;21.0;9.0;112.0;7.0;13255165.0;12318.0;23.0;96.0;0.0;5.0;119.0;92002;92002;92002
48.75544669032381, 2.2984326377889306;"{""coordinates"": [[[2.297218056089864, 48.75445890852945], [2.296940167875042, 48.75624671873209], [2.299647268764577, 48.756434465418344], [2.299925061147484, 48.754646647441405], [2.297218056089864, 48.75445890852945]]], ""type"": ""Polygon""}";CRS3035RES200mN2878600E3755600;0;CRS3035RES1000mN2878000E3755000;0;CRS3035RES200mN2878600E3755600;850844;84.5;12.0;0.0;15.0;5.0;2899659.5;2849.0;37.0;4.0;0.0;2.0;41.0;92002;92002;92002
48.75619713569195, 2.30926099851652;"{""coordinates"": [[[2.308046187944747, 48.75520946981456], [2.30776868307304, 48.75699731109853], [2.310475858368318, 48.75718479486331], [2.31075326739782, 48.75539694581565], [2.308046187944747, 48.75520946981456]]], ""type"": ""Polygon""}";CRS3035RES200mN2878600E3756400;0;CRS3035RES1000mN2878000E3756000;0;CRS3035RES200mN2878600E3756400;850920;325.5;17.0;16.0;96.0;6.0;12163697.0;11191.0;7.0;103.0;0.0;7.0;110.0;9200294034;92002;92002
48.73615578053267, 2.3068993904968984;"{""coordinates"": [[[2.305685082541462, 48.73516808685657], [2.305407663317378, 48.73695593770019], [2.308113747681722, 48.73714346750793], [2.308391071162149, 48.73535560890333], [2.305685082541462, 48.73516808685657]]], ""type"": ""Polygon""}";CRS3035RES200mN2876400E3756000;0;CRS3035RES1000mN2876000E3756000;0;CRS3035RES1000mN2876000E3756000;848822;328.5;30.0;12.0;101.0;15.0;9789994.8;9553.0;74.0;49.0;0.0;5.0;123.0;92002;92002;92002
48.74613205205663, 2.294408413196516;"{""coordinates"": [[[2.293194122320502, 48.74514422605145], [2.292916168724844, 48.74693203211419], [2.295622753325139, 48.747119871366046], [2.295900611136499, 48.74533205752735], [2.293194122320502, 48.74514422605145]]], ""type"": ""Polygon""}";CRS3035RES200mN2877600E3755200;0;CRS3035RES1000mN2877000E3755000;0;CRS3035RES200mN2877600E3755200;848767;582.0;106.0;13.0;196.0;23.0;21030393.5;20762.7;224.0;46.0;0.0;14.0;270.0;92002;92002;92002
48.76241012167046, 2.2946136475649515;"{""coordinates"": [[[2.293398981918887, 48.761422299905554], [2.293120896829716, 48.76321009320644], [2.295828362504539, 48.76339793673633], [2.296106351730378, 48.76161013565559], [2.293398981918887, 48.761422299905554]]], ""type"": ""Polygon""}";CRS3035RES200mN2879400E3755400;1;CRS3035RES1000mN2879000E3755000;0;CRS3035RES1000mN2879000E3755000;850791;1.0;0.3;0.1;0.3;0.0;35925.3;49.6;0.0;0.5;0.0;0.0;0.5;92002;92002;92002
48.73973148541648, 2.306344597409023;"{""coordinates"": [[[2.305130218898279, 48.738743786260855], [2.304852749280909, 48.74053163253888], [2.307559025158024, 48.740719177870915], [2.307836399014764, 48.73893132383038], [2.305130218898279, 48.738743786260855]]], ""type"": ""Polygon""}";CRS3035RES200mN2876800E3756000;0;CRS3035RES1000mN2876000E3756000;0;CRS3035RES1000mN2876000E3756000;848821;215.0;25.0;6.0;34.0;12.0;5440542.0;6906.0;56.0;31.0;47.0;10.0;87.0;92002;92002;92002
48.74810767114818, 2.2968371366735276;"{""coordinates"": [[[2.295622753325139, 48.747119871366046], [2.295344870273744, 48.74890768292149], [2.298051569279829, 48.749095464232816], [2.298329356535859, 48.7473076449033], [2.295622753325139, 48.747119871366046]]], ""type"": ""Polygon""}";CRS3035RES200mN2877800E3755400;0;CRS3035RES1000mN2877000E3755000;0;CRS3035RES200mN2877800E3755400;848768;918.5;109.0;23.0;185.0;75.0;21637385.4;24118.0;372.0;0.0;0.0;42.0;372.0;92002;92002;92002
48.74904573680152, 2.3103706246913;"{""coordinates"": [[[2.309155955358117, 48.748058081892125], [2.308878551309278, 48.74984593229134], [2.311585343286703, 48.75003338500565], [2.311862651527317, 48.748245526845615], [2.309155955358117, 48.748058081892125]]], ""type"": ""Polygon""}";CRS3035RES200mN2877800E3756400;0;CRS3035RES1000mN2877000E3756000;0;CRS3035RES200mN2877800E3756400;848879;554.0;176.0;10.0;50.0;30.0;14702136.3;21056.0;264.0;51.0;0.0;32.0;315.0;92002;92002;92002
48.73945231792097, 2.276298727146612;"{""coordinates"": [[[2.275084942378263, 48.73846429743986], [2.274806394268883, 48.7402520558656], [2.277512561148172, 48.74044033171777], [2.277791013516752, 48.738652565499684], [2.275084942378263, 48.73846429743986]]], ""type"": ""Polygon""}";CRS3035RES200mN2877000E3753800;0;CRS3035RES1000mN2877000E3753000;0;CRS3035RES1000mN2877000E3753000;848655;210.0;60.0;1.0;74.0;6.0;5340577.3;6422.0;102.0;12.0;0.0;13.0;114.0;9200291377;92002;92002
48.74923315277539, 2.31307737805195;"{""coordinates"": [[[2.311862651527317, 48.748245526845615], [2.311585343286703, 48.75003338500565], [2.314292153839661, 48.750220771998364], [2.31456936626948, 48.74843290608015], [2.311862651527317, 48.748245526845615]]], ""type"": ""Polygon""}";CRS3035RES200mN2877800E3756600;0;CRS3035RES1000mN2877000E3756000;0;CRS3035RES200mN2877800E3756600;848855;34.0;8.0;1.0;0.0;1.0;1041223.0;1305.0;14.0;2.0;0.0;1.0;16.0;92002;92002;92002
48.74095639111202, 2.297948275425297;"{""coordinates"": [[[2.29673403316299, 48.7399686023088], [2.296456251052163, 48.74175642299903], [2.299162566927732, 48.741944173218506], [2.299440253277151, 48.74015634475712], [2.29673403316299, 48.7399686023088]]], ""type"": ""Polygon""}";CRS3035RES200mN2877000E3755400;0;CRS3035RES1000mN2877000E3755000;0;CRS3035RES200mN2877000E3755400;848760;340.0;28.0;10.0;108.0;13.0;12676893.7;11473.0;67.0;65.0;0.0;7.0;132.0;92002;92002;92002
48.75290740920074, 2.2878827858324886;"{""coordinates"": [[[2.286668468304782, 48.7519195142669], [2.286390222066627, 48.75370729562997], [2.289097152628864, 48.75389529744117], [2.289375303053905, 48.7521075082939], [2.286668468304782, 48.7519195142669]]], ""type"": ""Polygon""}";CRS3035RES200mN2878400E3754800;0;CRS3035RES1000mN2878000E3754000;0;CRS3035RES1000mN2878000E3754000;850805;114.0;11.0;6.0;38.0;1.0;4810932.8;5463.0;5.0;39.0;0.0;2.0;44.0;92002;92002;92002
48.74039285643791, 2.2898295551620222;"{""coordinates"": [[[2.288615484446224, 48.73940498074282], [2.288337415066619, 48.74119277810373], [2.29104367511537, 48.74138072544091], [2.291321648741286, 48.739592920300936], [2.288615484446224, 48.73940498074282]]], ""type"": ""Polygon""}";CRS3035RES200mN2877000E3754800;0;CRS3035RES1000mN2877000E3754000;0;CRS3035RES1000mN2877000E3754000;848736;318.5;55.0;10.0;31.0;23.0;6774405.0;8288.3;104.0;34.0;104.0;17.0;138.0;92002;92002;92002
48.749143818911016, 2.285732450225259;"{""coordinates"": [[[2.284518260441796, 48.7481559005112], [2.284239968957435, 48.74994367865813], [2.286946689267629, 48.75013173061935], [2.287224884958442, 48.74834394468704], [2.284518260441796, 48.7481559005112]]], ""type"": ""Polygon""}";CRS3035RES200mN2878000E3754600;0;CRS3035RES1000mN2878000E3754000;0;CRS3035RES1000mN2878000E3754000;850809;141.0;5.0;8.0;46.0;8.0;5430151.0;5644.0;0.0;48.0;0.0;1.0;48.0;9200291645;92002;92002
48.75921003942558, 2.3005841606641;"{""coordinates"": [[[2.299369451142313, 48.75822228111506], [2.299091608277426, 48.76001009453189], [2.301798919472243, 48.76019779103433], [2.302076666485644, 48.758409969844436], [2.299369451142313, 48.75822228111506]]], ""type"": ""Polygon""}";CRS3035RES200mN2879000E3755800;0;CRS3035RES1000mN2879000E3755000;0;CRS3035RES1000mN2879000E3755000;850795;172.0;14.0;12.0;43.0;6.0;7197597.0;5440.0;27.0;32.0;0.0;3.0;59.0;92002;92002;92002
48.73898079397932, 2.2955198341056544;"{""coordinates"": [[[2.294305684283138, 48.73799297895482], [2.294027831648956, 48.73978079415649], [2.29673403316299, 48.7399686023088], [2.297011790046831, 48.73818077933407], [2.294305684283138, 48.73799297895482]]], ""type"": ""Polygon""}";CRS3035RES200mN2876800E3755200;0;CRS3035RES1000mN2876000E3755000;0;CRS3035RES1000mN2876000E3755000;848776;336.5;38.0;11.0;98.0;8.0;11970600.3;11630.0;58.0;75.0;0.0;7.0;133.0;92002;92002;92002
48.743682163704406, 2.3112025797639557;"{""coordinates"": [[[2.309988016332229, 48.74269451701554], [2.309710687866337, 48.744482374254545], [2.312417192444562, 48.74466980368859], [2.312694425127707, 48.74288193869096], [2.309988016332229, 48.74269451701554]]], ""type"": ""Polygon""}";CRS3035RES200mN2877200E3756400;0;CRS3035RES1000mN2877000E3756000;0;CRS3035RES200mN2877200E3756400;848867;259.0;16.0;12.0;68.0;13.0;8869102.3;9757.0;18.0;72.0;11.0;6.0;90.0;92002;92002;92002
48.74001683813651, 2.2844171680611685;"{""coordinates"": [[[2.28320321171886, 48.73902890452196], [2.282924950839611, 48.74081668631673], [2.285631173639288, 48.74100476506209], [2.285909338770002, 48.739216975482925], [2.28320321171886, 48.73902890452196]]], ""type"": ""Polygon""}";CRS3035RES200mN2877000E3754400;0;CRS3035RES1000mN2877000E3754000;0;CRS3035RES1000mN2877000E3754000;848733;232.5;21.0;8.0;68.0;6.0;7887656.7;7958.0;20.0;67.0;0.0;3.0;87.0;92002;92002;92002
48.74029381409227, 2.314463364966963;"{""coordinates"": [[[2.313248814959307, 48.73930620185599], [2.312971632631538, 48.74109407141354], [2.315677964215456, 48.74128141962271], [2.315955050774889, 48.7394935423106], [2.313248814959307, 48.73930620185599]]], ""type"": ""Polygon""}";CRS3035RES200mN2876800E3756600;1;CRS3035RES1000mN2876000E3756000;0;CRS3035RES1000mN2876000E3756000;848816;24.0;1.2;0.6;8.4;0.0;847707.1;1025.4;0.6;8.4;0.0;0.6;9.0;9200291689;92002;92002
48.767299087161746, 2.3130112453077003;"{""coordinates"": [[[2.311796108307674, 48.76631146279698], [2.311518643892876, 48.768099305950884], [2.314226431616197, 48.76828670481622], [2.314503800132629, 48.76649885389957], [2.311796108307674, 48.76631146279698]]], ""type"": ""Polygon""}";CRS3035RES200mN2879800E3756800;1;CRS3035RES1000mN2879000E3756000;0;CRS3035RES1000mN2879000E3756000;850869;70.0;3.8;3.8;19.6;1.5;2568623.4;2917.4;0.8;23.3;0.0;1.5;24.1;92002;92002;92002
48.7504585453076, 2.3046796133454412;"{""coordinates"": [[[2.303465023106018, 48.74947082970089], [2.30318740223062, 48.75125866228982], [2.305894252849818, 48.751446254211956], [2.306171777913635, 48.749658413856196], [2.303465023106018, 48.74947082970089]]], ""type"": ""Polygon""}";CRS3035RES200mN2878000E3756000;0;CRS3035RES1000mN2878000E3756000;0;CRS3035RES200mN2878000E3756000;850927;419.0;80.0;9.0;114.0;17.0;14722335.3;14080.0;177.0;26.0;0.0;15.0;203.0;92002;92002;92002
48.736343273609904, 2.309605436274016;"{""coordinates"": [[[2.308391071162149, 48.73535560890333], [2.308113747681722, 48.73714346750793], [2.310819850616099, 48.73733093161414], [2.311097078350305, 48.73554306525111], [2.308391071162149, 48.73535560890333]]], ""type"": ""Polygon""}";CRS3035RES200mN2876400E3756200;1;CRS3035RES1000mN2876000E3756000;0;CRS3035RES1000mN2876000E3756000;848816;3.0;0.1;0.1;1.0;0.0;105963.4;128.2;0.1;1.0;0.0;0.1;1.1;92002;92002;92002
48.74867070769479, 2.304957173708367;"{""coordinates"": [[[2.303742618763595, 48.74768299483124], [2.303465023106018, 48.74947082970089], [2.306171777913635, 48.749658413856196], [2.30644927776813, 48.74787057122042], [2.303742618763595, 48.74768299483124]]], ""type"": ""Polygon""}";CRS3035RES200mN2877800E3756000;0;CRS3035RES1000mN2877000E3756000;0;CRS3035RES200mN2877800E3756000;848873;298.5;40.0;13.0;58.0;4.0;10049996.4;9402.0;74.0;43.0;0.0;6.0;117.0;92002;92002;92002
48.74199267246557, 2.286845222414735;"{""coordinates"": [[[2.285631173639288, 48.74100476506209], [2.285352983244378, 48.74279255235421], [2.288059320431306, 48.742980573178315], [2.288337415066619, 48.74119277810373], [2.285631173639288, 48.74100476506209]]], ""type"": ""Polygon""}";CRS3035RES200mN2877200E3754600;0;CRS3035RES1000mN2877000E3754000;0;CRS3035RES1000mN2877000E3754000;848738;337.5;71.0;15.0;49.0;18.0;9148076.8;10796.0;104.0;51.0;97.0;24.0;155.0;92002;92002;92002
48.73427723638525, 2.279839955207742;"{""coordinates"": [[[2.278626218917241, 48.73328925310687], [2.278347842398021, 48.735077026194546], [2.281053740718991, 48.7352652129783], [2.281332021520282, 48.733477432103115], [2.278626218917241, 48.73328925310687]]], ""type"": ""Polygon""}";CRS3035RES200mN2876400E3754000;0;CRS3035RES1000mN2876000E3754000;0;CRS3035RES200mN2876400E3754000;848796;173.5;19.0;3.0;64.0;4.0;6340617.9;6823.0;8.0;64.0;0.0;3.0;72.0;9200291377;92002;92002
48.73662928862377, 2.287679536298745;"{""coordinates"": [[[2.286465593251891, 48.73564138946213], [2.286187478639783, 48.737429183616364], [2.288893528573379, 48.73761718109526], [2.28917154745135, 48.73582937916072], [2.286465593251891, 48.73564138946213]]], ""type"": ""Polygon""}";CRS3035RES200mN2876600E3754600;0;CRS3035RES1000mN2876000E3754000;0;CRS3035RES200mN2876600E3754600;848813;1283.5;136.0;88.0;13.0;76.0;21443932.8;26541.0;432.0;12.0;368.0;102.0;444.0;92002;92002;92002
48.738417085524766, 2.2874014569268857;"{""coordinates"": [[[2.286187478639783, 48.737429183616364], [2.285909338770002, 48.739216975482925], [2.288615484446224, 48.73940498074282], [2.288893528573379, 48.73761718109526], [2.286187478639783, 48.737429183616364]]], ""type"": ""Polygon""}";CRS3035RES200mN2876800E3754600;0;CRS3035RES1000mN2876000E3754000;0;CRS3035RES200mN2876800E3754600;848799;351.5;47.0;14.0;76.0;16.0;8334220.0;9039.0;103.0;36.0;31.0;25.0;139.0;92002;92002;92002
48.742368574919624, 2.292257838271704;"{""coordinates"": [[[2.29104367511537, 48.74138072544091], [2.290765676242224, 48.743168528295314], [2.2934720506709, 48.74335641770448], [2.293749953779294, 48.74156860707295], [2.29104367511537, 48.74138072544091]]], ""type"": ""Polygon""}";CRS3035RES200mN2877200E3755000;0;CRS3035RES1000mN2877000E3755000;0;CRS3035RES200mN2877200E3755000;848752;224.0;21.0;9.0;69.0;7.0;8371295.5;9237.0;7.0;78.0;0.0;3.0;85.0;92002;92002;92002
48.757422220982164, 2.3008619429841657;"{""coordinates"": [[[2.299647268764577, 48.756434465418344], [2.299369451142313, 48.75822228111506], [2.302076666485644, 48.758409969844436], [2.302354388264918, 48.75662214637532], [2.299647268764577, 48.756434465418344]]], ""type"": ""Polygon""}";CRS3035RES200mN2878800E3755800;0;CRS3035RES1000mN2878000E3755000;0;CRS3035RES200mN2878800E3755800;850849;200.5;24.0;11.0;68.0;4.0;9594782.4;9488.0;10.0;70.0;0.0;3.0;80.0;92002;92002;92002
48.76099785558962, 2.300306353104044;"{""coordinates"": [[[2.299091608277426, 48.76001009453189], [2.298813740166655, 48.761797905669134], [2.301521147221458, 48.76198560994541], [2.301798919472243, 48.76019779103433], [2.299091608277426, 48.76001009453189]]], ""type"": ""Polygon""}";CRS3035RES200mN2879200E3755800;1;CRS3035RES1000mN2879000E3755000;0;CRS3035RES1000mN2879000E3755000;850791;1.0;0.3;0.1;0.3;0.0;35925.3;49.6;0.0;0.5;0.0;0.0;0.5;92002;92002;92002
48.767486449271715, 2.3157189943757865;"{""coordinates"": [[[2.314503800132629, 48.76649885389957], [2.314226431616197, 48.76828670481622], [2.316934237928273, 48.768474037932016], [2.317211510543762, 48.76668617925526], [2.314503800132629, 48.76649885389957]]], ""type"": ""Polygon""}";CRS3035RES200mN2879800E3757000;0;CRS3035RES1000mN2879000E3757000;0;CRS3035RES200mN2879800E3757000;850893;95.0;11.0;5.0;35.0;0.0;3920620.5;4238.0;3.0;32.0;0.0;1.0;35.0;9,20029E+14;92002;92002
