Point géographique;Forme géographique;Idcar_200m;I_est_200;Idcar_1km;i_est_1km;Idcar_nat;Numéro de groupe;Population du carreau;Nombre de ménages d’un seul individu;Nombre de ménages de 5 individus ou plus;Nombre de ménages propriétaires;Nombre de ménages monoparentaux;Somme des niveaux de vie winsorisés des individus;Somme de la surface des logements du carreau;Nombre de ménages en logements collectifs;Nombre de ménages en maison;Nombre de logements construits avant 1945;Nombre de logements construits entre 1945 et 1970;Nombre de logements construits entre 1970 et 1990;Nombre de logements construits depuis 1990;Nombre de logements dont la date de construction est inconnue;Nombre de logements sociaux;Nombre d’individus de 0 à 3 ans;Nombre d’individus de 4 à 5 ans;Nombre d’individus de 6 à 10 ans;Nombre d’individus de 11 à 17 ans;Nombre d’individus de 18 à 24 ans;Nombre d’individus de 25 à 39 ans;Nombre d’individus de 40 à 54 ans;Nombre d’individus de 55 à 64 ans;Nombre d’individus de 65 à 79 ans;Nombre d’individus de 80 ans ou plus;Nombre d’individus d’âge inconnu;Nombre de ménages pauvres;Nombre de ménages;lcog_geo;Année;com_arm_code;Code Officiel Commune;Nom Officiel Commune / Arrondissement Municipal;Nom Officiel Commune;Nom Officiel EPCI;Code Officiel EPCI;Nom Officiel Département;Code Officiel Département;Nom Officiel Région;Code Officiel Région
48.787155323211174, 2.260643953860463;"{""coordinates"": [[[2.259429389184912, 48.78616714132431], [2.259149868981301, 48.78795481457811], [2.261858567886839, 48.78814349841326], [2.262137992127968, 48.78635581733949], [2.259429389184912, 48.78616714132431]]], ""type"": ""Polygon""}";CRS3035RES200mN2882400E3753200;0;CRS3035RES1000mN2882000E3753000;0;CRS3035RES1000mN2882000E3753000;856236;261.0;14.0;13.0;80.0;8.0;9285052.5;8475.0;2.0;85.0;27.0;35.0;14.0;11.0;0.0;0.0;10.0;7.0;13.5;31.5;21.0;31.0;66.0;29.0;37.0;15.0;0.0;3.0;87.0;9202392060;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.790541944518964, 2.2573761251041287;"{""coordinates"": [[[2.2561615472328, 48.789553728119536], [2.255881880224686, 48.79134138898208], [2.25859075233434, 48.791530154234785], [2.258870323365541, 48.78974248554818], [2.2561615472328, 48.789553728119536]]], ""type"": ""Polygon""}";CRS3035RES200mN2882800E3753000;0;CRS3035RES1000mN2882000E3753000;0;CRS3035RES1000mN2882000E3753000;856238;252.5;14.0;9.0;46.0;16.0;7307189.3;7318.0;43.0;47.0;19.0;53.0;8.0;10.0;0.0;37.0;23.0;13.5;15.0;19.0;11.0;53.0;54.0;38.0;21.0;5.0;0.0;7.0;90.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80042341985205, 2.269524467112525;"{""coordinates"": [[[2.268309425904153, 48.79943533451016], [2.268030111850332, 48.801223023068594], [2.270739557706445, 48.801411498501636], [2.271018775727795, 48.799623802128735], [2.268309425904153, 48.79943533451016]]], ""type"": ""Polygon""}";CRS3035RES200mN2883800E3754000;0;CRS3035RES1000mN2883000E3754000;0;CRS3035RES1000mN2883000E3754000;856305;539.5;61.0;20.0;115.0;34.0;17611639.0;16889.0;170.0;43.0;31.0;10.0;150.0;22.0;0.0;73.0;15.0;15.5;45.0;66.0;49.0;86.0;132.0;79.0;37.0;12.0;3.0;14.0;213.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.785643779257555, 2.238975346579042;"{""coordinates"": [[[2.237761240755562, 48.78465536563411], [2.237480952945569, 48.78644297623276], [2.240189501746363, 48.78663218620868], [2.240469693614653, 48.78484456776885], [2.237761240755562, 48.78465536563411]]], ""type"": ""Polygon""}";CRS3035RES200mN2882400E3751600;0;CRS3035RES1000mN2882000E3751000;0;CRS3035RES1000mN2882000E3751000;856187;255.5;19.0;9.0;33.0;12.0;5962620.6;6530.0;54.0;35.0;11.0;65.0;6.0;7.0;0.0;52.0;17.0;8.0;20.5;22.0;23.0;46.0;55.0;29.0;24.0;11.0;0.0;13.0;89.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.786588987477415, 2.2525180854321145;"{""coordinates"": [[[2.25130369281237, 48.78560071867664], [2.251023884736883, 48.78738836845467], [2.25373252740007, 48.787577249598094], [2.254012239520855, 48.78578959199213], [2.25130369281237, 48.78560071867664]]], ""type"": ""Polygon""}";CRS3035RES200mN2882400E3752600;1;CRS3035RES1000mN2882000E3752000;0;CRS3035RES1000mN2882000E3752000;856211;12.0;1.2;0.2;0.0;0.2;299171.4;396.2;3.7;0.9;0.0;0.0;3.2;1.4;0.0;0.0;0.5;0.0;0.7;0.7;2.3;1.4;4.8;1.6;0.0;0.0;0.0;0.2;4.6;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.794306013602515, 2.259525861684397;"{""coordinates"": [[[2.258311155884409, 48.79331782063828], [2.258031534012462, 48.79510548475893], [2.26074061685305, 48.79529419988122], [2.261020142728465, 48.793506527937666], [2.258311155884409, 48.79331782063828]]], ""type"": ""Polygon""}";CRS3035RES200mN2883200E3753200;0;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856253;81.0;5.0;2.0;30.0;2.0;3115737.5;3032.0;0.0;32.0;24.0;2.0;1.0;5.0;0.0;0.0;4.0;3.0;3.0;8.0;3.0;7.0;17.0;19.0;9.0;8.0;0.0;1.0;32.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.804375642946944, 2.2743851015466867;"{""coordinates"": [[[2.273169874920245, 48.80338761004972], [2.272890702162553, 48.80517530968035], [2.275600377569355, 48.80536366914833], [2.275879454272351, 48.803575961707125], [2.273169874920245, 48.80338761004972]]], ""type"": ""Polygon""}";CRS3035RES200mN2884200E3754400;0;CRS3035RES1000mN2884000E3754000;0;CRS3035RES200mN2884200E3754400;859331;266.5;14.0;9.0;81.0;6.0;10802131.7;9055.0;23.0;67.0;32.0;40.0;6.0;11.0;1.0;0.0;15.0;6.0;14.5;28.0;23.0;34.0;63.0;24.0;37.0;21.0;1.0;3.0;90.0;9202392020;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79966900743074, 2.258687025660096;"{""coordinates"": [[[2.257472213989355, 48.79868080615301], [2.25719251583161, 48.80046846342707], [2.259901886712907, 48.800657202022364], [2.26018148884856, 48.79886953692324], [2.257472213989355, 48.79868080615301]]], ""type"": ""Polygon""}";CRS3035RES200mN2883800E3753200;1;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856251;1.0;0.1;0.1;0.3;0.0;34987.1;34.8;0.0;0.3;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.1;0.1;0.3;0.2;0.1;0.0;0.0;0.0;0.3;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79308415859351, 2.267932323720809;"{""coordinates"": [[[2.266717481116551, 48.792096055337204], [2.266438172638461, 48.79388374519916], [2.269147215691885, 48.79407225515983], [2.269426428174171, 48.792284557483654], [2.266717481116551, 48.792096055337204]]], ""type"": ""Polygon""}";CRS3035RES200mN2883000E3753800;0;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856255;92.0;10.0;1.0;36.0;4.0;3201202.5;2957.0;23.0;18.0;9.0;26.0;4.0;2.0;0.0;0.0;3.0;1.0;4.0;4.0;5.0;11.0;25.0;17.0;12.0;10.0;0.0;1.0;41.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80522070599001, 2.260557581127185;"{""coordinates"": [[[2.259342606158324, 48.80423252537841], [2.259062927732809, 48.8060201836359], [2.261772605492373, 48.8062088799134], [2.26205218786764, 48.80442121383128], [2.259342606158324, 48.80423252537841]]], ""type"": ""Polygon""}";CRS3035RES200mN2884400E3753400;0;CRS3035RES1000mN2884000E3753000;0;CRS3035RES1000mN2884000E3753000;859269;287.5;34.0;7.0;83.0;9.0;12262907.7;10453.0;58.0;55.0;63.0;25.0;7.0;18.0;0.0;0.0;9.0;8.5;23.0;31.0;25.0;37.0;71.0;39.0;27.0;17.0;0.0;4.0;113.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79411726950183, 2.2568168362170002;"{""coordinates"": [[[2.255602187789335, 48.793129047560754], [2.255322469923446, 48.79491670385585], [2.258031534012462, 48.79510548475893], [2.258311155884409, 48.79331782063828], [2.255602187789335, 48.793129047560754]]], ""type"": ""Polygon""}";CRS3035RES200mN2883200E3753000;0;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856261;277.0;20.0;10.0;70.0;12.0;10003652.5;10320.0;11.0;90.0;36.0;9.0;39.0;17.0;0.0;24.0;5.0;5.0;13.5;37.5;27.0;31.0;65.0;40.0;41.0;11.0;1.0;1.0;101.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80860728485455, 2.257288456990204;"{""coordinates"": [[[2.25607346881592, 48.807619069710555], [2.255793643449351, 48.80940671557983], [2.258503494568886, 48.809595493311484], [2.258783223870762, 48.807807839613524], [2.25607346881592, 48.807619069710555]]], ""type"": ""Polygon""}";CRS3035RES200mN2884800E3753200;0;CRS3035RES1000mN2884000E3753000;0;CRS3035RES1000mN2884000E3753000;859268;330.0;23.0;23.0;92.0;6.0;12490574.1;10424.7;23.0;89.0;71.0;19.0;8.0;12.0;2.0;0.0;6.0;10.0;25.0;40.0;35.0;50.0;78.0;43.0;27.0;16.0;0.0;4.0;112.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79506033219975, 2.2703621509628227;"{""coordinates"": [[[2.269147215691885, 48.79407225515983], [2.268867977821642, 48.79585995055607], [2.271577135605908, 48.79604840254794], [2.271856277469242, 48.7942606993394], [2.269147215691885, 48.79407225515983]]], ""type"": ""Polygon""}";CRS3035RES200mN2883200E3754000;0;CRS3035RES1000mN2883000E3754000;0;CRS3035RES1000mN2883000E3754000;856291;54.0;2.0;1.0;14.0;2.0;1809624.0;1882.0;5.0;15.0;10.0;6.0;4.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;10.0;3.0;12.0;16.0;7.0;1.0;0.0;0.0;20.0;9202392020;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78913165409303, 2.263073225193405;"{""coordinates"": [[[2.261858567886839, 48.78814349841326], [2.261579118242068, 48.789931177204004], [2.264287931856123, 48.79011980308629], [2.26456728552731, 48.78833211647749], [2.261858567886839, 48.78814349841326]]], ""type"": ""Polygon""}";CRS3035RES200mN2882600E3753400;0;CRS3035RES1000mN2882000E3753000;0;CRS3035RES1000mN2882000E3753000;856248;668.5;72.0;21.0;160.0;35.0;17291311.6;17522.0;209.0;56.0;24.0;156.0;6.0;79.0;0.0;70.0;44.0;30.0;53.0;47.5;37.0;172.0;136.0;64.0;52.0;31.0;2.0;27.0;265.0;9202392060;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.810583682243106, 2.2597185754722395;"{""coordinates"": [[[2.258503494568886, 48.809595493311484], [2.258223739823888, 48.811383144730186], [2.260933705785331, 48.81157186448591], [2.26121336445451, 48.80978420524044], [2.258503494568886, 48.809595493311484]]], ""type"": ""Polygon""}";CRS3035RES200mN2885000E3753400;0;CRS3035RES1000mN2885000E3753000;0;CRS3035RES200mN2885000E3753400;859316;266.0;24.0;9.0;92.0;12.0;9200967.7;9385.0;49.0;56.0;37.0;40.0;5.0;23.0;0.0;0.0;9.0;7.0;14.0;16.0;19.0;44.0;53.0;43.0;40.0;21.0;0.0;7.0;105.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80418725448558, 2.271675483529863;"{""coordinates"": [[[2.27046031429251, 48.80319919259658], [2.270181045482712, 48.8049868844139], [2.272890702162553, 48.80517530968035], [2.273169874920245, 48.80338761004972], [2.27046031429251, 48.80319919259658]]], ""type"": ""Polygon""}";CRS3035RES200mN2884200E3754200;0;CRS3035RES1000mN2884000E3754000;0;CRS3035RES200mN2884200E3754200;859329;235.5;17.0;11.0;76.0;4.0;10317402.0;8525.0;8.0;75.0;56.0;13.0;8.0;6.0;0.0;0.0;2.0;7.0;14.0;34.5;17.0;19.0;56.0;29.0;42.0;15.0;0.0;0.0;83.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78837664002689, 2.252238312617161;"{""coordinates"": [[[2.251023884736883, 48.78738836845467], [2.250744051223715, 48.78917601594674], [2.253452789850106, 48.78936490491882], [2.25373252740007, 48.787577249598094], [2.251023884736883, 48.78738836845467]]], ""type"": ""Polygon""}";CRS3035RES200mN2882600E3752600;1;CRS3035RES1000mN2882000E3752000;0;CRS3035RES1000mN2882000E3752000;856211;1.0;0.1;0.0;0.0;0.0;24930.9;33.0;0.3;0.1;0.0;0.0;0.3;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.2;0.1;0.4;0.1;0.0;0.0;0.0;0.0;0.4;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.81274865216012, 2.264858921575945;"{""coordinates"": [[[2.263643690509198, 48.81176051843552], [2.263364102489069, 48.81354818322765], [2.266074202058623, 48.813736779192645], [2.266353693989211, 48.81194910657824], [2.263643690509198, 48.81176051843552]]], ""type"": ""Polygon""}";CRS3035RES200mN2885200E3753800;0;CRS3035RES1000mN2885000E3753000;0;CRS3035RES200mN2885200E3753800;859310;246.0;16.0;10.0;54.0;11.0;9569747.0;7979.0;28.0;58.0;78.0;4.0;0.0;4.0;0.0;0.0;11.0;9.0;17.5;29.5;24.0;35.0;53.0;25.0;28.0;14.0;0.0;4.0;86.0;9202392040;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79251834442889, 2.2598054228492948;"{""coordinates"": [[[2.25859075233434, 48.791530154234785], [2.258311155884409, 48.79331782063828], [2.261020142728465, 48.793506527937666], [2.261299643190373, 48.791718853712034], [2.25859075233434, 48.791530154234785]]], ""type"": ""Polygon""}";CRS3035RES200mN2883000E3753200;0;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856259;170.0;19.0;3.0;51.0;8.0;5506813.1;5896.7;19.0;52.0;40.0;18.0;7.0;6.0;0.0;0.0;6.0;3.0;7.5;12.5;19.0;27.0;35.0;27.0;23.0;10.0;0.0;7.0;71.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80841847813678, 2.2545786632883393;"{""coordinates"": [[[2.253363732530838, 48.80743023400827], [2.253083811102171, 48.80921787204614], [2.255793643449351, 48.80940671557983], [2.25607346881592, 48.807619069710555], [2.253363732530838, 48.80743023400827]]], ""type"": ""Polygon""}";CRS3035RES200mN2884800E3753000;0;CRS3035RES1000mN2884000E3753000;0;CRS3035RES1000mN2884000E3753000;859263;253.0;29.0;12.0;82.0;11.0;8983146.4;8993.0;29.0;70.0;61.0;12.0;7.0;19.0;0.0;0.0;20.0;5.0;16.0;16.5;28.5;36.0;61.0;28.0;30.0;12.0;0.0;8.0;99.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79195193826983, 2.25167869067874;"{""coordinates"": [[[2.250464192269572, 48.79096366115317], [2.250184307871161, 48.792751304074265], [2.252893238449498, 48.79294020870583], [2.25317302686768, 48.79115255795462], [2.250464192269572, 48.79096366115317]]], ""type"": ""Polygon""}";CRS3035RES200mN2883000E3752600;0;CRS3035RES1000mN2883000E3752000;0;CRS3035RES200mN2883000E3752600;856207;49.0;5.0;3.0;8.0;5.0;1129647.3;1230.0;11.0;8.0;6.0;6.0;5.0;2.0;0.0;1.0;1.0;0.0;8.0;7.0;4.0;10.0;12.0;4.0;3.0;0.0;0.0;1.0;19.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79091933565191, 2.2627938108339887;"{""coordinates"": [[[2.261579118242068, 48.789931177204004], [2.261299643190373, 48.791718853712034], [2.264008552786526, 48.7919074874131], [2.264287931856123, 48.79011980308629], [2.261579118242068, 48.789931177204004]]], ""type"": ""Polygon""}";CRS3035RES200mN2882800E3753400;0;CRS3035RES1000mN2882000E3753000;0;CRS3035RES1000mN2882000E3753000;856242;260.5;33.0;9.0;22.0;13.0;6415580.0;7113.0;80.0;24.0;17.0;9.0;5.0;73.0;0.0;70.0;21.0;6.0;23.0;19.5;20.0;70.0;51.0;21.0;25.0;4.0;0.0;14.0;104.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
