Point géographique;Forme géographique;Idcar_200m;I_est_200;Idcar_1km;i_est_1km;Idcar_nat;Numéro de groupe;Population du carreau;Nombre de ménages d’un seul individu;Nombre de ménages de 5 individus ou plus;Nombre de ménages propriétaires;Nombre de ménages monoparentaux;Somme des niveaux de vie winsorisés des individus;Somme de la surface des logements du carreau;Nombre de ménages en logements collectifs;Nombre de ménages en maison;Nombre de logements construits avant 1945;Nombre de logements construits entre 1945 et 1970;Nombre de logements construits entre 1970 et 1990;Nombre de logements construits depuis 1990;Nombre de logements dont la date de construction est inconnue;Nombre de logements sociaux;Nombre d’individus de 0 à 3 ans;Nombre d’individus de 4 à 5 ans;Nombre d’individus de 6 à 10 ans;Nombre d’individus de 11 à 17 ans;Nombre d’individus de 18 à 24 ans;Nombre d’individus de 25 à 39 ans;Nombre d’individus de 40 à 54 ans;Nombre d’individus de 55 à 64 ans;Nombre d’individus de 65 à 79 ans;Nombre d’individus de 80 ans ou plus;Nombre d’individus d’âge inconnu;Nombre de ménages pauvres;Nombre de ménages;lcog_geo;Année;com_arm_code;Code Officiel Commune;Nom Officiel Commune / Arrondissement Municipal;Nom Officiel Commune;Nom Officiel EPCI;Code Officiel EPCI;Nom Officiel Département;Code Officiel Département;Nom Officiel Région;Code Officiel Région
48.79882415706442, 2.2725130316273945;"{""coordinates"": [[[2.271297968359856, 48.7978361034776], [2.271018775727795, 48.799623802128735], [2.27372814427689, 48.79981220395756], [2.274007240882409, 48.79802449749536], [2.271297968359856, 48.7978361034776]]], ""type"": ""Polygon""}";CRS3035RES200mN2883600E3754200;0;CRS3035RES1000mN2883000E3754000;0;CRS3035RES1000mN2883000E3754000;856303;390.0;58.0;14.0;137.0;12.0;15103193.2;14913.0;102.0;68.0;123.0;19.0;11.0;17.0;0.0;0.0;11.0;3.0;19.0;33.0;39.0;46.0;68.0;62.0;51.0;58.0;0.0;10.0;170.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79590492856855, 2.2565371536331917;"{""coordinates"": [[[2.255322469923446, 48.79491670385585], [2.255042726623738, 48.79670435786774], [2.257751886715206, 48.79689314659706], [2.258031534012462, 48.79510548475893], [2.255322469923446, 48.79491670385585]]], ""type"": ""Polygon""}";CRS3035RES200mN2883400E3753000;1;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856251;20.0;1.2;1.2;5.2;0.4;699742.9;695.6;0.0;6.0;3.2;0.4;1.6;0.8;0.0;0.0;0.4;0.0;2.4;2.8;2.4;1.2;5.2;2.8;2.0;0.8;0.0;0.8;6.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.790730672972686, 2.2600849585980836;"{""coordinates"": [[[2.258870323365541, 48.78974248554818], [2.25859075233434, 48.791530154234785], [2.261299643190373, 48.791718853712034], [2.261579118242068, 48.789931177204004], [2.258870323365541, 48.78974248554818]]], ""type"": ""Polygon""}";CRS3035RES200mN2882800E3753200;0;CRS3035RES1000mN2882000E3753000;0;CRS3035RES1000mN2882000E3753000;856246;300.5;47.0;7.0;61.0;14.0;8665316.7;9546.0;96.0;39.0;19.0;48.0;33.0;35.0;0.0;14.0;8.0;7.0;19.5;21.5;21.5;58.0;72.0;30.0;39.0;21.0;3.0;10.0;135.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.781879322385905, 2.2368274757424267;"{""coordinates"": [[[2.235613497730276, 48.780890885355866], [2.235333164948766, 48.78267849269229], [2.238041503088623, 48.782867752745574], [2.23832173994804, 48.78108013756676], [2.235613497730276, 48.780890885355866]]], ""type"": ""Polygon""}";CRS3035RES200mN2882000E3751400;0;CRS3035RES1000mN2882000E3751000;0;CRS3035RES1000mN2882000E3751000;856188;282.5;20.0;6.0;96.0;9.0;9609225.3;10427.0;17.0;93.0;33.0;37.0;24.0;16.0;0.0;0.0;4.0;1.0;9.0;25.5;29.0;37.0;67.0;53.0;40.0;17.0;0.0;2.0;110.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
47.338512545479006, 5.6986836504902945;"{""coordinates"": [[[5.69743759661565, 47.33756190438044], [5.697288794689391, 47.339358683498425], [5.699929750479287, 47.339463178353974], [5.700078461601825, 47.33766639506807], [5.69743759661565, 47.33756190438044]]], ""type"": ""Polygon""}";CRS3035RES200mN2701000E3995800;1;CRS3035RES1000mN2701000E3995000;1;CRS3035RES4000mN2700000E3992000;119593;4.5;0.4;0.1;1.3;0.2;92023.0;197.0;0.0;1.7;0.8;0.0;0.2;0.6;0.1;0.0;0.3;0.1;0.3;0.6;0.4;0.8;0.8;0.5;0.5;0.2;0.0;0.2;1.7;70075;2017;70075;70075;Bonboillon;Bonboillon;CC du Val Marnaysien;200041887;Haute-Saône;70;Bourgogne-Franche-Comté;27
48.78150067860804, 2.2314109329695033;"{""coordinates"": [[[2.230197069670085, 48.780512183668016], [2.229916545052198, 48.782299775311735], [2.23262484560121, 48.7824891668808], [2.232905274302207, 48.78070156738937], [2.230197069670085, 48.780512183668016]]], ""type"": ""Polygon""}";CRS3035RES200mN2882000E3751000;0;CRS3035RES1000mN2882000E3751000;0;CRS3035RES1000mN2882000E3751000;856194;540.0;90.0;22.0;0.0;50.0;8991257.9;14007.0;235.0;0.0;0.0;234.0;0.0;1.0;0.0;235.0;31.5;21.0;50.5;42.0;31.0;103.0;91.0;64.0;76.0;30.0;0.0;49.0;235.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78640007736452, 2.2498095001253997;"{""coordinates"": [[[2.248595164861246, 48.78541177959583], [2.248315260833664, 48.787199421543264], [2.251023884736883, 48.78738836845467], [2.25130369281237, 48.78560071867664], [2.248595164861246, 48.78541177959583]]], ""type"": ""Polygon""}";CRS3035RES200mN2882400E3752400;0;CRS3035RES1000mN2882000E3752000;0;CRS3035RES1000mN2882000E3752000;856225;729.0;126.0;23.0;46.0;46.0;15226488.4;17590.0;320.0;0.0;0.0;199.0;41.0;80.0;0.0;197.0;44.0;24.5;50.0;65.5;46.0;186.0;133.0;86.0;63.0;30.0;1.0;58.0;320.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.77754660748458, 2.2265557513587324;"{""coordinates"": [[[2.225342073171109, 48.77655806019978], [2.225061407749683, 48.77834564072895], [2.227769478867978, 48.77853514810561], [2.228050048394724, 48.77674755972489], [2.225342073171109, 48.77655806019978]]], ""type"": ""Polygon""}";CRS3035RES200mN2881600E3750600;0;CRS3035RES1000mN2881000E3750000;0;CRS3035RES1000mN2881000E3750000;853185;169.5;18.0;4.0;54.0;9.0;5612173.7;5934.0;16.0;55.0;27.0;22.0;10.0;12.0;0.0;0.0;2.0;5.0;10.0;12.5;17.0;29.0;32.0;19.0;24.0;19.0;0.0;4.0;71.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.802022598941576, 2.2665357038673943;"{""coordinates"": [[[2.26532068472853, 48.80103448184385], [2.265041249235214, 48.8028221603058], [2.267750772395409, 48.80301070934835], [2.268030111850332, 48.801223023068594], [2.26532068472853, 48.80103448184385]]], ""type"": ""Polygon""}";CRS3035RES200mN2884000E3753800;0;CRS3035RES1000mN2884000E3753000;0;CRS3035RES1000mN2884000E3753000;859277;756.0;141.0;18.0;186.0;42.0;23716154.4;22160.0;346.0;15.0;94.0;39.0;52.0;176.0;0.0;40.0;38.0;25.0;40.0;52.0;60.0;200.0;156.0;69.0;50.0;65.0;1.0;35.0;361.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.789320243179944, 2.265782000185865;"{""coordinates"": [[[2.26456728552731, 48.78833211647749], [2.264287931856123, 48.79011980308629], [2.266996764201452, 48.79030836319431], [2.267276021896457, 48.788520668770126], [2.26456728552731, 48.78833211647749]]], ""type"": ""Polygon""}";CRS3035RES200mN2882600E3753600;0;CRS3035RES1000mN2882000E3753000;0;CRS3035RES1000mN2882000E3753000;856231;114.0;15.0;3.0;35.0;2.0;3598794.8;4075.0;9.0;37.0;19.0;13.0;9.0;5.0;0.0;0.0;2.0;1.0;6.0;16.0;11.0;8.0;31.0;12.0;19.0;8.0;0.0;3.0;46.0;9202392060;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.77971308189399, 2.2316913968832397;"{""coordinates"": [[[2.230477568792114, 48.778724589731524], [2.230197069670085, 48.780512183668016], [2.232905274302207, 48.78070156738937], [2.233185677515857, 48.77891396560595], [2.230477568792114, 48.778724589731524]]], ""type"": ""Polygon""}";CRS3035RES200mN2881800E3751000;0;CRS3035RES1000mN2881000E3751000;0;CRS3035RES1000mN2881000E3751000;853194;188.5;20.0;7.0;67.0;4.0;5933688.8;7094.0;6.0;69.0;29.0;19.0;14.0;13.0;0.0;0.0;7.0;4.0;14.5;18.5;8.5;20.0;47.0;17.0;31.0;21.0;0.0;6.0;75.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78206854563928, 2.2395357753138128;"{""coordinates"": [[[2.23832173994804, 48.78108013756676], [2.238041503088623, 48.782867752745574], [2.240749860014517, 48.78305694703983], [2.241030000949245, 48.78126932402133], [2.23832173994804, 48.78108013756676]]], ""type"": ""Polygon""}";CRS3035RES200mN2882000E3751600;0;CRS3035RES1000mN2882000E3751000;0;CRS3035RES1000mN2882000E3751000;856201;905.5;118.0;40.0;93.0;77.0;20950287.1;22533.2;354.0;11.0;8.0;46.0;3.0;307.0;1.0;220.0;56.0;30.5;76.0;100.0;67.0;225.0;198.0;88.0;55.0;8.0;2.0;43.0;365.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.785832952431136, 2.2416838568010435;"{""coordinates"": [[[2.240469693614653, 48.78484456776885], [2.240189501746363, 48.78663218620868], [2.242898069332151, 48.78682133041954], [2.243178165256138, 48.78503370414119], [2.240469693614653, 48.78484456776885]]], ""type"": ""Polygon""}";CRS3035RES200mN2882400E3751800;0;CRS3035RES1000mN2882000E3751000;0;CRS3035RES1000mN2882000E3751000;856191;404.0;60.0;12.0;0.0;55.0;6791935.2;9964.0;180.0;1.0;0.0;172.0;0.0;9.0;0.0;181.0;25.0;12.0;30.0;43.0;23.0;62.0;87.0;49.0;48.0;25.0;0.0;43.0;181.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80061185848243, 2.2722338743159862;"{""coordinates"": [[[2.271018775727795, 48.799623802128735], [2.270739557706445, 48.801411498501636], [2.273449022290595, 48.80159990814225], [2.27372814427689, 48.79981220395756], [2.271018775727795, 48.799623802128735]]], ""type"": ""Polygon""}";CRS3035RES200mN2883800E3754200;0;CRS3035RES1000mN2883000E3754000;0;CRS3035RES1000mN2883000E3754000;856301;388.0;25.0;14.0;126.0;12.0;14444181.8;12075.0;65.0;77.0;57.0;36.0;6.0;43.0;0.0;0.0;13.0;7.0;20.5;38.5;43.0;54.0;86.0;61.0;41.0;23.0;1.0;8.0;142.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.81218257986319, 2.256728851425144;"{""coordinates"": [[[2.255513792631136, 48.811194359169065], [2.255233916357978, 48.812982000478584], [2.257943959632474, 48.81317079386991], [2.258223739823888, 48.811383144730186], [2.255513792631136, 48.811194359169065]]], ""type"": ""Polygon""}";CRS3035RES200mN2885200E3753200;0;CRS3035RES1000mN2885000E3753000;0;CRS3035RES200mN2885200E3753200;859309;231.0;22.0;9.0;59.0;7.0;7806036.9;6623.0;37.0;47.0;38.0;13.0;14.0;19.0;0.0;0.0;14.0;7.5;19.5;21.5;23.5;42.0;64.0;14.0;19.0;5.0;1.0;9.0;84.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.77830409528815, 2.237387994436012;"{""coordinates"": [[[2.236174086860041, 48.77731566380887], [2.235893805032936, 48.779103275728154], [2.238601951337115, 48.779292520097414], [2.23888213725914, 48.77750490033721], [2.236174086860041, 48.77731566380887]]], ""type"": ""Polygon""}";CRS3035RES200mN2881600E3751400;0;CRS3035RES1000mN2881000E3751000;0;CRS3035RES1000mN2881000E3751000;853192;137.5;10.0;5.0;33.0;9.0;3206731.8;4170.0;15.0;36.0;15.0;12.0;9.0;15.0;0.0;0.0;6.5;3.0;9.5;14.5;12.0;32.0;32.0;3.0;19.0;6.0;0.0;7.0;51.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.792329608152066, 2.257096493372882;"{""coordinates"": [[[2.255881880224686, 48.79134138898208], [2.255602187789335, 48.793129047560754], [2.258311155884409, 48.79331782063828], [2.25859075233434, 48.791530154234785], [2.255881880224686, 48.79134138898208]]], ""type"": ""Polygon""}";CRS3035RES200mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856260;225.5;25.0;4.0;67.0;5.0;9198699.9;8025.0;18.0;72.0;28.0;21.0;20.0;21.0;0.0;0.0;9.0;7.0;9.5;22.0;14.0;42.0;47.0;31.0;24.0;20.0;0.0;4.0;90.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.7921408060988, 2.2543875826472743;"{""coordinates"": [[[2.25317302686768, 48.79115255795462], [2.252893238449498, 48.79294020870583], [2.255602187789335, 48.793129047560754], [2.255881880224686, 48.79134138898208], [2.25317302686768, 48.79115255795462]]], ""type"": ""Polygon""}";CRS3035RES200mN2883000E3752800;0;CRS3035RES1000mN2883000E3752000;0;CRS3035RES200mN2883000E3752800;856210;308.5;23.0;13.0;102.0;8.0;11326106.8;11646.0;10.0;105.0;43.0;23.0;27.0;22.0;0.0;0.0;8.0;8.0;22.0;32.5;18.0;32.0;63.0;50.0;49.0;26.0;0.0;7.0;115.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80004634521988, 2.2641057089014973;"{""coordinates"": [[[2.262890782458271, 48.7990582019067], [2.262611276347299, 48.80084587482824], [2.26532068472853, 48.80103448184385], [2.265600094812224, 48.79924680110255], [2.262890782458271, 48.7990582019067]]], ""type"": ""Polygon""}";CRS3035RES200mN2883800E3753600;0;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856269;849.5;125.0;27.0;162.0;54.0;25963755.2;24040.0;352.0;11.0;24.0;58.0;35.0;246.0;0.0;123.0;46.5;27.0;58.0;76.5;72.5;166.0;186.0;80.0;87.0;48.0;2.0;19.0;363.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.801456667477005, 2.258407362797842;"{""coordinates"": [[[2.25719251583161, 48.80046846342707], [2.256912792238692, 48.80225611841954], [2.259622259150591, 48.802444864840666], [2.259901886712907, 48.800657202022364], [2.25719251583161, 48.80046846342707]]], ""type"": ""Polygon""}";CRS3035RES200mN2884000E3753200;1;CRS3035RES1000mN2884000E3753000;0;CRS3035RES1000mN2884000E3753000;859257;1.0;0.0;0.1;0.2;0.0;41453.1;33.8;0.1;0.2;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.2;0.2;0.2;0.1;0.1;0.0;0.0;0.0;0.3;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78856549219975, 2.2549470126396614;"{""coordinates"": [[[2.25373252740007, 48.787577249598094], [2.253452789850106, 48.78936490491882], [2.2561615472328, 48.789553728119536], [2.25644118881696, 48.78776606497283], [2.25373252740007, 48.787577249598094]]], ""type"": ""Polygon""}";CRS3035RES200mN2882600E3752800;1;CRS3035RES1000mN2882000E3752000;0;CRS3035RES1000mN2882000E3752000;856211;39.0;3.8;0.8;0.0;0.8;972307.0;1287.8;12.0;3.0;0.0;0.0;10.5;4.5;0.0;0.0;1.5;0.0;2.2;2.2;7.5;4.5;15.8;5.3;0.0;0.0;0.0;0.8;15.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79901252209327, 2.27522236152238;"{""coordinates"": [[[2.274007240882409, 48.79802449749536], [2.27372814427689, 48.79981220395756], [2.276437531545169, 48.800000539995935], [2.276716532121558, 48.79821282572531], [2.274007240882409, 48.79802449749536]]], ""type"": ""Polygon""}";CRS3035RES200mN2883600E3754400;0;CRS3035RES1000mN2883000E3754000;0;CRS3035RES1000mN2883000E3754000;856304;482.0;55.0;13.0;157.0;13.0;19226773.2;16663.0;162.0;34.0;45.0;5.0;5.0;141.0;0.0;0.0;10.0;8.0;38.5;43.5;41.0;74.0;121.0;81.0;53.0;11.0;1.0;7.0;196.0;9202392020;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.779902428815234, 2.234399562958707;"{""coordinates"": [[[2.233185677515857, 48.77891396560595], [2.232905274302207, 48.78070156738937], [2.235613497730276, 48.780890885355866], [2.235893805032936, 48.779103275728154], [2.233185677515857, 48.77891396560595]]], ""type"": ""Polygon""}";CRS3035RES200mN2881800E3751200;0;CRS3035RES1000mN2881000E3751000;0;CRS3035RES1000mN2881000E3751000;853195;209.0;30.0;7.0;75.0;6.0;6948163.2;8522.0;20.0;71.0;23.0;32.0;25.0;11.0;0.0;0.0;4.0;1.0;5.0;14.0;26.0;29.0;32.0;32.0;44.0;22.0;0.0;5.0;91.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80446541016505, 2.249719212309178;"{""coordinates"": [[[2.248504466966651, 48.80347711362637], [2.248224404366145, 48.80526474055886], [2.250934007044541, 48.80545370002172], [2.251213973605196, 48.803666065254], [2.248504466966651, 48.80347711362637]]], ""type"": ""Polygon""}";CRS3035RES200mN2884400E3752600;1;CRS3035RES1000mN2884000E3752000;0;CRS3035RES1000mN2884000E3752000;859243;9.0;1.9;0.9;0.0;0.2;304333.4;249.5;2.4;1.2;1.0;0.5;2.1;0.0;0.0;0.0;0.1;0.0;0.7;2.1;1.9;0.7;2.6;0.5;0.2;0.2;0.0;1.0;3.6;9202392048;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78225770313461, 2.242244093666829;"{""coordinates"": [[[2.241030000949245, 48.78126932402133], [2.240749860014517, 48.78305694703983], [2.243458235720206, 48.78324607557439], [2.243738280727645, 48.7814584447188], [2.241030000949245, 48.78126932402133]]], ""type"": ""Polygon""}";CRS3035RES200mN2882000E3751800;0;CRS3035RES1000mN2882000E3751000;0;CRS3035RES1000mN2882000E3751000;856190;502.0;51.0;26.0;14.0;43.0;10332016.6;11340.0;181.0;0.0;0.0;68.0;0.0;113.0;0.0;141.0;28.5;18.5;42.0;70.5;38.5;116.0;105.0;44.0;27.0;12.0;0.0;30.0;181.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79468330446368, 2.2649439688543582;"{""coordinates"": [[[2.263729148315231, 48.79369516945821], [2.263449718438948, 48.795482849222], [2.2661588387639, 48.79567143278052], [2.266438172638461, 48.79388374519916], [2.263729148315231, 48.79369516945821]]], ""type"": ""Polygon""}";CRS3035RES200mN2883200E3753600;0;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856254;101.0;16.0;3.0;28.0;1.0;3511673.2;3538.0;18.0;23.0;22.0;6.0;2.0;11.0;0.0;0.0;2.0;3.0;8.0;9.0;12.0;17.0;25.0;14.0;5.0;6.0;0.0;4.0;41.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80625303987419, 2.2494391849953077;"{""coordinates"": [[[2.248224404366145, 48.80526474055886], [2.247944316295015, 48.80705236520855], [2.250654015021778, 48.80724133250734], [2.250934007044541, 48.80545370002172], [2.248224404366145, 48.80526474055886]]], ""type"": ""Polygon""}";CRS3035RES200mN2884600E3752600;1;CRS3035RES1000mN2884000E3752000;0;CRS3035RES1000mN2884000E3752000;859243;37.0;7.8;3.6;0.0;0.7;1251148.6;1025.7;9.9;5.0;4.3;2.1;8.5;0.0;0.0;0.0;0.7;0.0;2.9;8.5;7.8;2.9;10.7;2.1;0.7;0.7;0.0;4.3;14.9;9202392048;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.811526438884194, 2.273268399510957;"{""coordinates"": [[[2.272053031532547, 48.81053839491395], [2.271773757192609, 48.81232608544015], [2.274483816903462, 48.812514476157865], [2.27476299515459, 48.81072677781815], [2.272053031532547, 48.81053839491395]]], ""type"": ""Polygon""}";CRS3035RES200mN2885000E3754400;0;CRS3035RES1000mN2885000E3754000;0;CRS3035RES200mN2885000E3754400;859374;650.0;112.0;18.0;166.0;24.0;22284165.4;19997.0;229.0;62.0;174.0;65.0;14.0;38.0;0.0;0.0;38.0;18.5;40.0;49.5;53.0;143.0;149.0;62.0;59.0;38.0;0.0;19.0;291.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.806819633930665, 2.2575682216024933;"{""coordinates"": [[[2.256353268734137, 48.80583142156097], [2.25607346881592, 48.807619069710555], [2.258783223870762, 48.807807839613524], [2.259062927732809, 48.8060201836359], [2.256353268734137, 48.80583142156097]]], ""type"": ""Polygon""}";CRS3035RES200mN2884600E3753200;0;CRS3035RES1000mN2884000E3753000;0;CRS3035RES1000mN2884000E3753000;859270;326.5;25.0;9.0;107.0;16.0;12385289.1;10901.0;15.0;106.0;88.0;15.0;4.0;14.0;0.0;0.0;21.0;10.0;15.5;28.0;30.0;43.0;75.0;52.0;35.0;17.0;0.0;10.0;121.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78263582084825, 2.2476607866926788;"{""coordinates"": [[[2.246446579276976, 48.7816474996585], [2.246166630199423, 48.78343513834847], [2.248875043445926, 48.783624135361386], [2.249154896590994, 48.78183648883964], [2.246446579276976, 48.7816474996585]]], ""type"": ""Polygon""}";CRS3035RES200mN2882000E3752200;0;CRS3035RES1000mN2882000E3752000;0;CRS3035RES1000mN2882000E3752000;856213;59.5;6.0;4.0;7.0;2.0;1169815.6;1591.0;16.0;6.0;0.0;19.0;1.0;2.0;0.0;0.0;4.0;0.0;2.5;4.0;4.0;15.0;12.0;14.0;3.0;1.0;0.0;6.0;22.0;9202392060;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80484318966754, 2.2551383591801986;"{""coordinates"": [[[2.253923499020831, 48.803854951089036], [2.253643628502625, 48.80564259368932], [2.256353268734137, 48.80583142156097], [2.256633043207297, 48.80404377113072], [2.253923499020831, 48.803854951089036]]], ""type"": ""Polygon""}";CRS3035RES200mN2884400E3753000;0;CRS3035RES1000mN2884000E3753000;0;CRS3035RES1000mN2884000E3753000;859259;226.0;10.0;8.0;71.0;6.0;8705843.1;8175.0;7.0;72.0;39.0;12.0;18.0;10.0;0.0;0.0;8.0;4.0;25.0;22.0;17.0;19.0;51.0;32.0;34.0;14.0;0.0;4.0;79.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80221111117884, 2.269245188376414;"{""coordinates"": [[[2.268030111850332, 48.801223023068594], [2.267750772395409, 48.80301070934835], [2.27046031429251, 48.80319919259658], [2.270739557706445, 48.801411498501636], [2.268030111850332, 48.801223023068594]]], ""type"": ""Polygon""}";CRS3035RES200mN2884000E3754000;0;CRS3035RES1000mN2884000E3754000;0;CRS3035RES200mN2884000E3754000;859342;379.5;38.0;15.0;102.0;14.0;14708585.1;11297.5;91.0;54.0;77.0;31.0;20.0;16.0;1.0;5.0;19.5;5.0;21.0;47.0;33.0;68.0;90.0;47.0;36.0;13.0;0.0;7.0;145.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79392845962206, 2.2541078295030044;"{""coordinates"": [[[2.252893238449498, 48.79294020870583], [2.25261342459227, 48.794727857172774], [2.255322469923446, 48.79491670385585], [2.255602187789335, 48.793129047560754], [2.252893238449498, 48.79294020870583]]], ""type"": ""Polygon""}";CRS3035RES200mN2883200E3752800;0;CRS3035RES1000mN2883000E3752000;0;CRS3035RES200mN2883200E3752800;856209;223.0;22.0;7.0;77.0;12.0;7898169.7;8192.0;25.0;64.0;33.0;32.0;14.0;10.0;0.0;0.0;3.5;3.0;12.5;21.0;20.0;27.0;55.0;30.0;30.0;21.0;0.0;4.0;89.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.800800231321375, 2.274943300243063;"{""coordinates"": [[[2.27372814427689, 48.79981220395756], [2.273449022290595, 48.80159990814225], [2.276158505596527, 48.80178825198976], [2.276437531545169, 48.800000539995935], [2.27372814427689, 48.79981220395756]]], ""type"": ""Polygon""}";CRS3035RES200mN2883800E3754400;0;CRS3035RES1000mN2883000E3754000;0;CRS3035RES1000mN2883000E3754000;856310;705.0;158.0;14.0;189.0;37.0;20650683.0;20300.0;335.0;11.0;35.0;169.0;70.0;72.0;0.0;82.0;40.0;13.0;54.5;45.0;39.5;167.0;162.0;72.0;76.0;34.0;2.0;23.0;346.0;9202392020;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79035315029147, 2.254667310358397;"{""coordinates"": [[[2.253452789850106, 48.78936490491882], [2.25317302686768, 48.79115255795462], [2.255881880224686, 48.79134138898208], [2.2561615472328, 48.789553728119536], [2.253452789850106, 48.78936490491882]]], ""type"": ""Polygon""}";CRS3035RES200mN2882800E3752800;0;CRS3035RES1000mN2882000E3752000;0;CRS3035RES1000mN2882000E3752000;856218;298.5;33.0;13.0;78.0;8.0;9294462.8;9047.0;45.0;69.0;39.0;59.0;11.0;5.0;0.0;0.0;11.0;10.5;20.0;30.0;26.0;62.0;65.0;35.0;23.0;15.0;1.0;9.0;114.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
